ANIO,ID_MES,TRANSPORTE,VARIABLE,ID_ENTIDAD,ID_MUNICIPIO,VALOR
2004,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",127116000
2004,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",122797000
2004,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",120163000
2005,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",116970000
2005,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",113979000
2005,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",116682000
2005,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",122244000
2005,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121753000
2005,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",117698000
2005,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",116014000
2005,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124955000
2005,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119272000
2005,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125982000
2005,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123426000
2005,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121771000
2006,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",116100000
2006,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",110700000
2006,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124000000
2006,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",108200000
2006,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",120800000
2006,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",118000000
2006,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",116200000
2006,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",127700000
2006,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",120900000
2006,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125600000
2006,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",117800000
2006,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112600000
2007,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",111900000
2007,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",104600000
2007,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",115200000
2007,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",102500000
2007,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",115300000
2007,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112200000
2007,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",110500000
2007,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119100000
2007,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112500000
2007,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123900000
2007,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112400000
2007,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",111600000
2008,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",113100000
2008,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",113800000
2008,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",111500000
2008,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119700000
2008,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119800000
2008,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121200000
2008,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124900000
2008,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130300000
2008,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",117600000
2008,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",136200000
2008,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",126200000
2008,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125100000
2009,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",113100000
2009,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",110100000
2009,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123700000
2009,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",105800000
2009,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",109100000
2009,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121000000
2009,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",120100000
2009,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125600000
2009,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119800000
2009,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128000000
2009,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",118500000
2009,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119500000
2010,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112280000
2010,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",109140000
2010,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121180000
2010,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",112910000
2010,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",117310000
2010,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",114230000
2010,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",114200000
2010,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121730000
2010,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",117060000
2010,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125860000
2010,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",122600000
2010,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121660000
2011,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",126949629
2011,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",121286656
2011,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135357161
2011,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",118293897
2011,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",126846642
2011,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130443037
2011,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",132445021
2011,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",138450287
2011,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",137010073
2011,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",146379009
2011,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",138780007
2011,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",142662478
2012,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131626763
2012,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129519690
2012,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",138511340
2012,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123972086
2012,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",138428577
2012,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",126015688
2012,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129284798
2012,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",140029883
2012,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135165562
2012,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",144724993
2012,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",138570932
2012,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133014865
2013,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135849122
2013,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130004980
2013,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133271205
2013,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",141224389
2013,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",143134477
2013,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135729933
2013,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",138573850
2013,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",151186639
2013,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",140521822
2013,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",154718101
2013,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",148355403
2013,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",132366697
2014,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130734223
2014,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124017583
2014,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133050287
2014,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",122020644
2014,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131771064
2014,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124493065
2014,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129026208
2014,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135706107
2014,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",134203893
2014,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",139012825
2014,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128634042
2014,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128716310
2015,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129989450
2015,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123072390
2015,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",132978417
2015,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124618000
2015,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130978573
2015,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128775998
2015,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128723454
2015,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131253277
2015,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129265510
2015,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",140416199
2015,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131738799
2015,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133780233
2016,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128160629
2016,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129679830
2016,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",119567936
2016,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",137472566
2016,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",137132443
2016,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135413611
2016,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",127034956
2016,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",141802670
2016,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",134418053
2016,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",142623216
2016,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",136582758
2016,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135959484
2017,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130574458
2017,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",125620518
2017,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",141308427
2017,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",123329628
2017,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",136391647
2017,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133205374
2017,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129285245
2017,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",140396164
2017,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",92918578
2017,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",139576734
2017,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",136873323
2017,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131348460
2018,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129101237
2018,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124688815
2018,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131279527
2018,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",132842715
2018,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",135992545
2018,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130383415
2018,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",127928143
2018,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",141099532
2018,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",132373798
2018,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",145265315
2018,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133448439
2018,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",127580542
2019,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",132314549
2019,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",122689309
2019,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",134610871
2019,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",124673744
2019,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",133937140
2019,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",128525930
2019,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130574919
2019,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",141373109
2019,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",131827940
2019,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",145705452
2019,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",137998618
2019,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130419698
2020,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",130708973
2020,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",129069097
2020,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",107531899
2020,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",41139457
2020,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",35899769
2020,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",44780955
2020,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",58756521
2020,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",65016011
2020,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",66219212
2020,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",74872132
2020,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",71089553
2020,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",69140763
2021,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",41033642
2021,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",50436321
2021,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",65449779
2021,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",62577359
2021,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",62689975
2021,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",63410819
2021,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",69822069
2021,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",67964499
2021,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",70154247
2021,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",78122952
2021,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",78483883
2021,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",84154004
2022,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",70563670
2022,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",72052555
2022,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",88358374
2022,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",82897274
2022,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",91245641
2022,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",88424030
2022,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",80680662
2022,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",90184647
2022,"	09",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",88794502
2022,"	10",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",95094480
2022,"	11",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",91831197
2022,"	12",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",89981293
2023,"	01",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",87266174
2023,"	02",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",86696037
2023,"	03",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",99399033
2023,"	04",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",86639757
2023,"	05",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",96485575
2023,"	06",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",92973425
2023,"	07",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",90692404
2023,"	08",Sistema de Transporte Colectivo Metro,Pasajeros transportados,Ciudad de México,"	999",97667492